id_producto,nombre,marca,color,precio_actual,precio_minimo,precio_maximo,moneda,disponibilidad,proximamente,es_nuevo,en_linea,categoria,tallas_disponibles,cantidad_tallas,stock_total_api,url_producto,url_imagen,fuente
1260556035,Ribbed T-Shirt,H&M,Light dusty pink,9.99,9.99,9.99,USD,Available,False,False,True,ladies_basics_tops_shortsleeve,"S, XS, XXL, XL, L, M",6,12,https://www2.hm.com/en_us/productpage.1260556035.html,https://image.hm.com/assets/hm/d1/5e/d15e4394dac5ac895f321f73b55f9b038b6805b3.jpg,H&M
1365117004,Sleeveless Crêpe Dress,H&M,Light beige/polka dot,39.99,39.99,39.99,USD,Available,False,True,True,ladies_dresses_shortdresses,"XS, M, S, L",4,8,https://www2.hm.com/en_us/productpage.1365117004.html,https://image.hm.com/assets/hm/43/60/4360110f7de7aaac7fd07c79e9ecca49ed981a17.jpg,H&M
1338432004,Fine-Knit One-Shoulder Top,H&M,Dark brown,24.99,24.99,24.99,USD,Available,False,False,True,ladies_tops_knitted,"M, XL, L",3,6,https://www2.hm.com/en_us/productpage.1338432004.html,https://image.hm.com/assets/hm/44/63/446397428e78ffba4b4cad32b74633bb8f266d8d.jpg,H&M
1347697003,Strappy Top,H&M,Cream,14.99,14.99,14.99,USD,Available,False,True,True,ladies_tops_vests,"XS, M, S, L",4,8,https://www2.hm.com/en_us/productpage.1347697003.html,https://image.hm.com/assets/hm/80/d5/80d5840c794c1416a1c8aad6839a2d51d2837a2e.jpg,H&M
1348870002,Cowl-Neck Satin Blouse,H&M,Ivory,29.99,29.99,29.99,USD,Available,False,True,True,ladies_shirtsblouses_blouses,"S, XS, L, M, XL",5,10,https://www2.hm.com/en_us/productpage.1348870002.html,https://image.hm.com/assets/hm/23/b7/23b79e6eff018477b34a41dd5236440262ad430a.jpg,H&M
1359542001,2-Piece Cotton Sweatshirt and Sweatpants Set,H&M,Black,34.99,34.99,34.99,USD,Available,False,True,True,ladies_basics_tops_longsleeve,"XXL, XL, L, M, S, XS",6,12,https://www2.hm.com/en_us/productpage.1359542001.html,https://image.hm.com/assets/hm/01/bd/01bd210ea162d8cba197ecba9ea4a47f31c2498a.jpg,H&M
1349203001,Cotton Blouse with Scarf Collar,H&M,Black/pinstriped,39.99,39.99,39.99,USD,Available,False,True,True,ladies_shirtsblouses_blouses,"M, L, XS, S",4,8,https://www2.hm.com/en_us/productpage.1349203001.html,https://image.hm.com/assets/hm/ef/cc/efcce964a47ef9ad1fe8ea50a1758b065db5d54c.jpg,H&M
1206002028,Seamless Padded Soft-cup Bra,H&M,Black,12.99,12.99,12.99,USD,Available,False,False,True,ladies_lingerie_bras_padded,"XL, M, L, XS, S",5,10,https://www2.hm.com/en_us/productpage.1206002028.html,https://image.hm.com/assets/hm/b6/68/b668b5475a4bea4cc8d12f703111c796684be9cc.jpg,H&M
1321655001,Hooded Jacket,H&M,Black,27.99,27.99,27.99,USD,Available,False,False,True,ladies_basics_tops_longsleeve,"XL, L, XXL, XS, M, S",6,12,https://www2.hm.com/en_us/productpage.1321655001.html,https://image.hm.com/assets/hm/fb/18/fb18a4541362381c9710f2dd905442c968c0ccb7.jpg,H&M
1363579001,Flounced Scarf-Collar Blouse,H&M,Pink,29.99,29.99,29.99,USD,Available,False,True,True,ladies_shirtsblouses_blouses,"M, L, XS, S",4,8,https://www2.hm.com/en_us/productpage.1363579001.html,https://image.hm.com/assets/hm/71/d7/71d744e132fbae231e814033d9fe092386b79e1a.jpg,H&M
1343015003,Jersey Halterneck Top,H&M,Yellow,19.99,19.99,19.99,USD,Available,False,True,True,ladies_tops_halterneck,"M, S, XS, L",4,8,https://www2.hm.com/en_us/productpage.1343015003.html,https://image.hm.com/assets/hm/c4/73/c47384ff6d4c555f9065376f3dd42f4ee6b37fa5.jpg,H&M
1346837004,Embroidered Cotton Cap,H&M,Beige/The New Yorker,22.99,22.99,22.99,USD,Available,False,True,True,ladies_accessories_hats_caps,"XS/S, M/L",2,4,https://www2.hm.com/en_us/productpage.1346837004.html,https://image.hm.com/assets/hm/89/85/89856199282af6b698b403fd7b48e2676f547ee0.jpg,H&M
1351166001,Oversized Balloon-Sleeved Blouse,H&M,Cream/patterned,37.99,37.99,37.99,USD,Available,False,True,True,ladies_shirtsblouses_blouses,"XS, M, S, XL, L",5,10,https://www2.hm.com/en_us/productpage.1351166001.html,https://image.hm.com/assets/hm/c0/1a/c01a561b9f3ad18989b746cb7579c0fd01241abb.jpg,H&M
1365104002,Balloon-Sleeved Blouse,H&M,Cream/floral,29.99,29.99,29.99,USD,Available,False,True,True,ladies_shirtsblouses_blouses,"S, M, L, XL, XS",5,10,https://www2.hm.com/en_us/productpage.1365104002.html,https://image.hm.com/assets/hm/e1/f8/e1f890d5af66aabb03bd3170efb1ad27ec86d86e.jpg,H&M
1357967002,Viscose-Blend Cape,H&M,Dark brown,19.99,19.99,19.99,USD,Available,False,True,True,ladies_tops_knitted,"XXL, XL, L, M, S, XS",6,12,https://www2.hm.com/en_us/productpage.1357967002.html,https://image.hm.com/assets/hm/d6/58/d65852735efe0a67c0f748ddfa853ebe31634981.jpg,H&M
1349075001,Asymmetric Tie-Detail Dress,H&M,Dark plum purple,24.99,24.99,24.99,USD,Available,False,False,True,ladies_dresses_draped,"XS, L, XL, S, M",5,10,https://www2.hm.com/en_us/productpage.1349075001.html,https://image.hm.com/assets/hm/3c/ab/3cab3d832f53620c502750083229dfbc06bdb9a6.jpg,H&M
1260556039,Ribbed T-Shirt,H&M,Dark gray,9.99,9.99,9.99,USD,Available,False,False,True,ladies_basics_tops_shortsleeve,"L, M, XXL, XL, S, XS",6,12,https://www2.hm.com/en_us/productpage.1260556039.html,https://image.hm.com/assets/hm/fd/11/fd114067be3a9aae098b01888f388a3c9e2f3b91.jpg,H&M
1239334025,Cap-sleeved Dress,H&M,Black,24.99,24.99,24.99,USD,Available,False,False,True,ladies_dresses_bodycon,"XS, S, M, L, XL",5,10,https://www2.hm.com/en_us/productpage.1239334025.html,https://image.hm.com/assets/hm/1b/c7/1bc7f5a4d411d2b45c6fc10c102e609da627b798.jpg,H&M
1351938002,Batwing-Sleeved Viscose Top,H&M,Cream,19.99,19.99,19.99,USD,Available,False,False,True,ladies_basics_tops_longsleeve,"M, S, XL, L, XXL",5,10,https://www2.hm.com/en_us/productpage.1351938002.html,https://image.hm.com/assets/hm/c0/5e/c05e6063e142ba23419d298f4a2f2dd2b37e44f1.jpg,H&M
1358809001,Lace-Trimmed Socks,H&M,White,14.99,14.99,14.99,USD,Available,False,True,True,ladies_sockstights_socks_ankle,"8-10, 5-7",2,4,https://www2.hm.com/en_us/productpage.1358809001.html,https://image.hm.com/assets/hm/35/e9/35e9735734ed4819abcca2d509f717ba8d58c04c.jpg,H&M
1348991001,Draped Asymmetric Top,H&M,Light yellow,14.99,14.99,14.99,USD,Available,False,False,True,ladies_tops,"XS, XL, S",3,6,https://www2.hm.com/en_us/productpage.1348991001.html,https://image.hm.com/assets/hm/98/7a/987a66286861023fba836639f7ec584cf4d10ab9.jpg,H&M
1351773001,Slacks,H&M,Black,19.99,19.99,19.99,USD,Available,False,True,True,ladies_trousers_chinosslacks,"L, XL, S, M, XS",5,10,https://www2.hm.com/en_us/productpage.1351773001.html,https://image.hm.com/assets/hm/ee/5d/ee5db981080f7b28e48524c0cd28b48b7729be87.jpg,H&M
1343852002,Cheeky Bikini Bottoms,H&M,Plum pink,19.99,19.99,19.99,USD,Available,False,True,True,ladies_swimwear_bikinisets_bottoms,"S, M, L, XL, XS",5,10,https://www2.hm.com/en_us/productpage.1343852002.html,https://image.hm.com/assets/hm/c2/81/c281148cd12c0b0b61e4e93fdee47044bfbd928f.jpg,H&M
